id,sex,race,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,y,sensitive,y_charge_mean,charge_id_0,charge_id_1,charge_id_2,charge_id_3,charge_id_4
203,0,5,60,1,0,1,0,0,4,1.0,1,-1,1,-1,4,1,-1.0,1,0,6,0.4350420395985896,0,0,0,0,1
204,1,2,39,0,0,6,0,0,0,2.0,6,0,2,-1,0,0,-2.0,0,0,3,0.4350420395985896,0,0,0,0,1
205,0,2,56,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
206,0,0,53,1,0,6,0,0,11,1.0,6,0,3,-1,11,1,-1.0,110,0,0,0.4350420395985896,0,0,0,0,1
207,0,3,21,-1,0,3,0,0,0,0.0,3,-1,6,0,0,0,0.0,0,0,4,0.4350420395985896,0,0,0,0,1
208,0,2,22,-1,0,3,0,0,0,1.0,3,-1,5,0,0,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
209,1,2,58,1,0,1,0,0,2,23.0,1,-1,1,-1,2,0,-23.0,1,0,3,0.4350420395985896,0,0,0,0,1
210,0,0,31,0,0,3,0,0,7,1.0,3,-1,2,-1,7,0,0.0,1,1,0,0.4350420395985896,0,0,0,0,1
211,0,5,42,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,2,0,6,0.4350420395985896,0,0,0,0,1
212,0,0,20,-1,0,7,0,0,0,0.0,7,0,8,1,0,1,0.0,0,1,0,0.4350420395985896,0,0,0,0,1
213,0,2,29,0,0,6,0,0,0,0.0,6,0,4,-1,0,0,0.0,5,1,2,0.4350420395985896,0,0,0,0,1
214,0,0,58,1,0,7,0,0,21,2.0,7,0,4,-1,21,0,-1.0,59,1,0,0.4350420395985896,0,0,0,0,1
215,0,0,22,-1,0,7,0,0,3,1.0,7,0,6,0,3,1,-1.0,106,0,0,0.4350420395985896,0,0,0,0,1
216,0,0,57,1,0,5,0,0,1,1.0,5,0,6,0,1,1,-1.0,25,1,0,0.4350420395985896,0,0,0,0,1
217,0,2,27,0,0,1,0,0,3,22.0,1,-1,1,-1,3,0,-22.0,-1,0,2,0.4350420395985896,0,0,0,0,1
218,0,0,26,0,0,4,0,0,3,0.0,4,-1,3,-1,3,1,0.0,33,0,0,0.4350420395985896,0,0,0,0,1
219,0,2,33,0,0,1,0,0,0,1.0,1,-1,2,-1,0,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
220,0,0,29,0,0,6,0,0,2,1.0,6,0,3,-1,2,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
221,1,0,24,-1,0,10,0,0,3,1.0,10,1,9,1,3,1,-1.0,1,1,1,0.4350420395985896,0,0,0,0,1
222,0,2,19,-1,0,10,0,1,1,1.0,10,1,8,1,1,1,-1.0,32,1,2,0.4350420395985896,0,0,0,0,1
223,0,2,36,0,0,1,0,0,2,1.0,1,-1,1,-1,2,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
224,0,3,25,0,0,5,0,0,2,1.0,5,0,3,-1,2,1,-1.0,0,1,4,0.4350420395985896,0,0,0,0,1
225,0,0,20,-1,1,10,0,1,1,1.0,10,1,8,1,1,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
226,0,0,24,-1,0,2,0,0,1,1.0,2,-1,4,-1,1,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
227,0,2,61,1,0,1,0,0,4,1.0,1,-1,1,-1,4,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
228,1,0,50,1,0,2,0,0,3,1.0,2,-1,1,-1,3,1,0.0,-1,0,1,0.4350420395985896,0,0,0,0,1
229,0,0,30,0,0,1,0,0,1,1.0,1,-1,2,-1,1,0,0.0,4,0,0,0.4350420395985896,0,0,0,0,1
230,0,2,24,-1,0,1,0,0,0,1.0,1,-1,2,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
231,1,0,46,1,0,10,0,0,2,1.0,10,1,8,1,2,1,-1.0,9,1,1,0.4350420395985896,0,0,0,0,1
232,0,2,41,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,3,1,2,0.4350420395985896,0,0,0,0,1
233,0,0,26,0,0,6,0,0,1,1.0,6,0,3,-1,1,0,-1.0,13,1,0,0.4350420395985896,0,0,0,0,1
234,0,2,52,1,0,5,0,0,6,1.0,5,0,3,-1,6,1,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
235,0,0,55,1,0,3,0,0,5,1.0,3,-1,1,-1,5,1,-1.0,118,1,0,0.4350420395985896,0,0,0,0,1
236,0,0,26,0,1,9,1,0,10,1.0,9,1,6,0,10,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
237,0,0,42,0,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,1,0,0,0.4350420395985896,0,0,0,0,1
238,0,0,35,0,0,7,0,1,8,1.0,7,0,4,-1,8,1,-1.0,10,1,0,0.4350420395985896,0,0,0,0,1
239,1,0,24,-1,1,9,0,0,6,1.0,9,1,9,1,6,1,-1.0,26,1,1,0.4350420395985896,0,0,0,0,1
240,0,0,54,1,0,1,0,0,2,26.0,1,-1,1,-1,2,0,-26.0,0,0,0,0.4350420395985896,0,0,0,0,1
241,0,0,35,0,0,2,0,0,1,1.0,2,-1,2,-1,1,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
242,0,2,51,1,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,35,0,2,0.4350420395985896,0,0,0,0,1
243,0,2,56,1,0,1,0,0,0,2.0,1,-1,1,-1,0,1,-2.0,0,0,2,0.4350420395985896,0,0,0,0,1
244,0,3,34,0,0,1,0,0,4,1.0,1,-1,1,-1,4,1,-1.0,31,1,4,0.4350420395985896,0,0,0,0,1
245,0,2,59,1,0,1,0,0,1,3.0,1,-1,1,-1,1,1,-2.0,0,1,2,0.4350420395985896,0,0,0,0,1
246,0,1,35,0,0,6,0,0,0,1.0,6,0,4,-1,0,1,-1.0,101,0,6,0.4350420395985896,0,0,0,0,1
247,0,3,58,1,0,1,0,0,1,11.0,1,-1,1,-1,1,1,-11.0,10,0,4,0.4350420395985896,0,0,0,0,1
248,0,2,21,-1,0,9,0,4,2,1.0,9,1,9,1,2,0,-1.0,8,1,2,0.4350420395985896,0,0,0,0,1
249,0,2,29,0,0,4,0,0,0,1.0,4,-1,4,-1,0,0,0.0,1,1,2,0.4350420395985896,0,0,0,0,1
250,0,0,54,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
251,1,2,59,1,0,1,0,0,0,2.0,1,-1,1,-1,0,0,-2.0,0,0,3,0.4350420395985896,0,0,0,0,1
252,0,0,38,0,0,5,0,0,0,1.0,5,0,1,-1,0,1,0.0,1,0,0,0.4350420395985896,0,0,0,0,1
253,0,3,26,0,0,5,0,0,7,1.0,5,0,5,0,7,1,-1.0,1,1,4,0.4350420395985896,0,0,0,0,1
254,0,3,52,1,0,3,0,0,20,1.0,3,-1,1,-1,20,1,-1.0,27,0,4,0.4350420395985896,0,0,0,0,1
255,0,2,51,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
256,0,2,35,0,0,2,0,0,1,0.0,2,-1,3,-1,1,1,0.0,74,0,2,0.4350420395985896,0,0,0,0,1
257,0,2,52,1,0,3,0,0,4,1.0,3,-1,2,-1,4,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
258,0,5,48,1,0,5,0,0,12,0.0,5,0,4,-1,12,1,0.0,1,0,6,0.4350420395985896,0,0,0,0,1
259,1,0,26,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
260,0,3,30,0,0,4,0,0,7,1.0,4,-1,5,0,7,0,-1.0,37,0,4,0.4350420395985896,0,0,0,0,1
261,0,5,28,0,0,1,0,0,2,1.0,1,-1,2,-1,2,0,-1.0,1,0,6,0.4350420395985896,0,0,0,0,1
262,0,0,33,0,0,3,0,0,2,0.0,3,-1,3,-1,2,0,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
263,1,0,34,0,0,4,0,0,6,1.0,4,-1,2,-1,6,1,-1.0,52,0,1,0.4350420395985896,0,0,0,0,1
264,0,0,59,1,0,7,0,0,10,1.0,7,0,4,-1,10,1,-1.0,127,1,0,0.4350420395985896,0,0,0,0,1
265,0,2,23,-1,0,9,0,0,0,1.0,9,1,6,0,0,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
266,0,2,27,0,0,4,1,3,6,1.0,4,-1,3,-1,6,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
267,0,0,25,0,0,3,1,0,1,2.0,3,-1,3,-1,1,0,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
268,0,0,31,0,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
269,0,0,25,0,0,4,1,0,6,2.0,4,-1,5,0,6,1,-1.0,4,1,0,0.4350420395985896,0,0,0,0,1
270,0,2,32,0,0,1,0,0,1,7.0,1,-1,2,-1,1,1,-7.0,0,1,2,0.4350420395985896,0,0,0,0,1
271,0,2,21,-1,0,3,0,0,0,2.0,3,-1,5,0,0,1,-1.0,-1,1,2,0.4350420395985896,0,0,0,0,1
272,0,3,32,0,1,10,1,0,20,0.0,10,1,7,0,20,1,0.0,0,0,4,0.4350420395985896,0,0,0,0,1
273,0,0,35,0,0,7,0,0,0,1.0,7,0,2,-1,0,1,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
274,0,3,21,-1,0,6,0,0,0,1.0,6,0,9,1,0,1,-1.0,0,1,4,0.4350420395985896,0,0,0,0,1
275,0,2,47,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,0.0,0,0,2,0.4350420395985896,0,0,0,0,1
276,0,0,27,0,0,9,0,0,5,1.0,9,1,7,0,5,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
277,0,0,44,0,0,3,0,0,1,0.0,3,-1,1,-1,1,0,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
278,0,0,42,0,0,5,0,0,8,1.0,5,0,2,-1,8,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
279,0,0,58,1,0,6,0,0,6,1.0,6,0,3,-1,6,1,-1.0,144,0,0,0.4350420395985896,0,0,0,0,1
280,0,0,26,0,0,6,0,1,3,1.0,6,0,4,-1,3,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
281,1,5,48,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,17,0,7,0.4350420395985896,0,0,0,0,1
282,0,0,39,0,0,3,0,0,3,1.0,3,-1,2,-1,3,1,-1.0,3,1,0,0.4350420395985896,0,0,0,0,1
283,0,0,21,-1,0,5,2,0,3,1.0,5,0,6,0,3,1,0.0,-1,1,0,0.4350420395985896,0,0,0,0,1
284,0,2,63,1,0,1,0,0,1,9.0,1,-1,1,-1,1,0,-9.0,5,0,2,0.4350420395985896,0,0,0,0,1
285,0,0,22,-1,0,7,1,0,3,11.0,7,0,7,0,3,1,-11.0,7,1,0,0.4350420395985896,0,0,0,0,1
286,0,0,50,1,0,3,0,0,3,1.0,3,-1,2,-1,3,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
287,0,0,38,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,9,0,0,0.4350420395985896,0,0,0,0,1
288,0,0,28,0,8,8,0,1,16,1.0,8,1,9,1,16,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
289,1,0,30,0,0,3,0,0,0,0.0,3,-1,3,-1,0,0,0.0,1,0,1,0.4350420395985896,0,0,0,0,1
290,0,2,25,0,0,4,0,0,2,13.0,4,-1,3,-1,2,1,-13.0,12,1,2,0.4350420395985896,0,0,0,0,1
291,0,0,27,0,0,4,0,0,5,0.0,4,-1,9,1,5,0,0.0,64,1,0,0.4350420395985896,0,0,0,0,1
292,0,2,44,0,0,3,0,0,11,0.0,3,-1,6,0,11,0,0.0,180,0,2,0.4350420395985896,0,0,0,0,1
293,1,0,35,0,0,2,0,0,6,1.0,2,-1,1,-1,6,1,-1.0,1,1,1,0.4350420395985896,0,0,0,0,1
294,0,2,42,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,0,2,0.4350420395985896,0,0,0,0,1
295,0,3,64,1,0,1,0,0,1,9.0,1,-1,1,-1,1,1,-8.0,7,0,4,0.4350420395985896,0,0,0,0,1
296,0,2,66,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,1,2,0.4350420395985896,0,0,0,0,1
297,1,2,46,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,3,0.4350420395985896,0,0,0,0,1
298,1,2,22,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,0,0.0,-1,0,3,0.4350420395985896,0,0,0,0,1
299,0,2,23,-1,0,4,0,0,1,1.0,4,-1,6,0,1,0,-1.0,9,0,2,0.4350420395985896,0,0,0,0,1
300,0,5,30,0,0,6,0,0,0,1.0,6,0,5,0,0,0,-1.0,1,1,6,0.4350420395985896,0,0,0,0,1
301,0,3,31,0,0,1,0,0,0,2.0,1,-1,2,-1,0,0,-1.0,0,0,4,0.4350420395985896,0,0,0,0,1
302,0,5,31,0,0,2,0,0,1,1.0,2,-1,2,-1,1,1,-1.0,0,0,6,0.4350420395985896,0,0,0,0,1
303,0,0,25,0,0,3,0,0,0,1.0,3,-1,4,-1,0,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
304,1,2,21,-1,0,7,0,0,0,1.0,7,0,5,0,0,1,-1.0,2,0,3,0.4350420395985896,0,0,0,0,1
305,0,0,27,0,0,2,0,0,0,1.0,2,-1,3,-1,0,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
306,1,2,24,-1,0,5,0,1,0,0.0,5,0,5,0,0,1,0.0,0,0,3,0.4350420395985896,0,0,0,0,1
307,0,0,20,-1,1,3,0,0,1,1.0,3,-1,6,0,1,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
308,0,0,27,0,0,7,0,0,3,1.0,7,0,8,1,3,0,-1.0,6,1,0,0.4350420395985896,0,0,0,0,1
309,0,0,40,0,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
310,1,0,38,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
311,0,2,27,0,0,6,0,0,6,1.0,6,0,4,-1,6,1,-1.0,34,1,2,0.4350420395985896,0,0,0,0,1
312,0,0,28,0,0,7,0,0,5,0.0,7,0,7,0,5,0,0.0,1,1,0,0.4350420395985896,0,0,0,0,1
313,0,0,25,0,0,5,0,0,4,1.0,5,0,4,-1,4,1,-1.0,31,1,0,0.4350420395985896,0,0,0,0,1
314,0,2,29,0,0,2,0,0,2,57.0,2,-1,2,-1,2,0,29.0,25,1,2,0.4350420395985896,0,0,0,0,1
315,0,0,55,1,0,3,0,0,9,0.0,3,-1,1,-1,9,0,0.0,3,1,0,0.4350420395985896,0,0,0,0,1
316,0,0,31,0,0,1,0,0,1,28.0,1,-1,1,-1,1,0,-27.0,-1,0,0,0.4350420395985896,0,0,0,0,1
317,0,0,61,1,0,6,0,0,15,1.0,6,0,3,-1,15,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
318,0,0,20,-1,0,9,1,1,4,1.0,9,1,6,0,4,1,-1.0,2,1,0,0.4350420395985896,0,0,0,0,1
319,0,2,26,0,0,7,0,0,3,1.0,7,0,4,-1,3,1,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
320,0,2,27,0,0,9,0,0,5,0.0,9,1,7,0,5,0,0.0,1,0,2,0.4350420395985896,0,0,0,0,1
321,0,2,25,0,0,5,0,0,1,1.0,5,0,3,-1,1,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
322,0,2,23,-1,0,5,2,0,3,0.0,5,0,5,0,3,1,-1.0,9,1,2,0.4350420395985896,0,0,0,0,1
323,0,0,38,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
324,0,0,27,0,0,9,2,1,18,1.0,9,1,6,0,18,1,0.0,0,1,0,0.4350420395985896,0,0,0,0,1
325,1,2,35,0,0,3,0,0,0,0.0,3,-1,2,-1,0,1,0.0,-1,1,3,0.4350420395985896,0,0,0,0,1
326,0,5,22,-1,0,9,0,0,0,1.0,9,1,7,0,0,1,-1.0,16,0,6,0.4350420395985896,0,0,0,0,1
327,1,2,57,1,0,4,0,0,0,2.0,4,-1,1,-1,0,0,-1.0,1,1,3,0.4350420395985896,0,0,0,0,1
328,1,0,22,-1,0,8,0,0,0,1.0,8,1,6,0,0,1,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
329,0,0,30,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
330,0,0,22,-1,0,4,0,0,1,1.0,4,-1,6,0,1,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
331,0,0,27,0,0,7,0,0,13,1.0,7,0,3,-1,13,1,-1.0,2,1,0,0.4350420395985896,0,0,0,0,1
332,0,0,22,-1,0,7,1,0,3,1.0,7,0,7,0,3,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
333,0,0,35,0,0,9,0,1,1,1159.0,9,1,3,-1,1,0,-1.0,79,1,0,0.4350420395985896,0,0,0,0,1
334,0,0,35,0,0,4,0,0,0,1.0,4,-1,3,-1,0,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
335,1,0,33,0,0,3,0,0,0,1.0,3,-1,2,-1,0,1,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
336,0,2,53,1,0,1,0,0,1,10.0,1,-1,1,-1,1,0,-10.0,1,0,2,0.4350420395985896,0,0,0,0,1
337,0,0,21,-1,0,5,0,0,0,1.0,5,0,7,0,0,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
338,0,0,37,0,0,4,0,0,11,1.0,4,-1,2,-1,11,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
339,0,5,30,0,0,9,0,0,4,1.0,9,1,8,1,4,0,-1.0,0,1,6,0.4350420395985896,0,0,0,0,1
340,0,5,54,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,-1,0,6,0.4350420395985896,0,0,0,0,1
341,1,0,31,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,-1,0,1,0.4350420395985896,0,0,0,0,1
342,1,2,59,1,0,3,0,0,2,400.0,3,-1,1,-1,2,1,26.0,29,0,3,0.4350420395985896,0,0,0,0,1
343,0,0,36,0,0,7,0,0,0,1.0,7,0,2,-1,0,0,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
344,0,0,46,1,0,9,0,0,17,1.0,9,1,6,0,17,1,-1.0,6,1,0,0.4350420395985896,0,0,0,0,1
345,0,0,22,-1,0,9,0,1,3,0.0,9,1,8,1,3,1,0.0,323,0,0,0.4350420395985896,0,0,0,0,1
346,1,2,28,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,0,0,3,0.4350420395985896,0,0,0,0,1
347,1,2,34,0,0,9,0,1,15,5.0,9,1,3,-1,15,1,-4.0,3,1,3,0.4350420395985896,0,0,0,0,1
348,0,0,23,-1,0,10,0,1,2,0.0,10,1,9,1,2,0,0.0,80,1,0,0.4350420395985896,0,0,0,0,1
349,0,0,27,0,0,4,0,0,3,1.0,4,-1,3,-1,3,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
350,0,2,48,1,0,1,0,0,3,4.0,1,-1,1,-1,3,1,-3.0,0,1,2,0.4350420395985896,0,0,0,0,1
351,0,0,31,0,0,7,0,0,5,1.0,7,0,4,-1,5,1,-1.0,6,0,0,0.4350420395985896,0,0,0,0,1
352,0,0,36,0,0,5,1,0,4,1.0,5,0,2,-1,4,0,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
353,0,0,28,0,0,4,0,0,2,1.0,4,-1,2,-1,2,0,-1.0,6,0,0,0.4350420395985896,0,0,0,0,1
354,0,0,24,-1,0,6,0,0,1,1.0,6,0,4,-1,1,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
355,0,0,46,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
356,0,0,26,0,0,6,0,0,10,6.0,6,0,4,-1,10,0,-6.0,5,1,0,0.4350420395985896,0,0,0,0,1
357,1,2,60,1,0,3,0,0,9,0.0,3,-1,1,-1,9,1,0.0,384,1,3,0.4350420395985896,0,0,0,0,1
358,0,2,53,1,0,1,0,0,1,7.0,1,-1,1,-1,1,1,-6.0,6,0,2,0.4350420395985896,0,0,0,0,1
359,1,2,46,1,0,8,0,0,2,1.0,8,1,1,-1,2,1,-1.0,19,0,3,0.4350420395985896,0,0,0,0,1
360,0,0,22,-1,0,5,0,0,1,1.0,5,0,7,0,1,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
361,0,2,26,0,0,2,0,0,1,0.0,2,-1,3,-1,1,1,0.0,16,1,2,0.4350420395985896,0,0,0,0,1
362,0,2,62,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,2,0,2,0.4350420395985896,0,0,0,0,1
363,0,2,34,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,-1,1,2,0.4350420395985896,0,0,0,0,1
364,0,3,24,-1,0,10,0,0,1,6.0,10,1,5,0,1,1,-6.0,6,0,4,0.4350420395985896,0,0,0,0,1
365,0,2,21,-1,0,2,0,0,0,1.0,2,-1,5,0,0,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
366,0,2,25,0,0,2,0,0,0,1.0,2,-1,3,-1,0,1,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
367,0,2,68,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,3,0,2,0.4350420395985896,0,0,0,0,1
368,0,2,21,-1,0,3,0,0,1,1.0,3,-1,6,0,1,1,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
369,1,3,37,0,0,3,0,0,1,1.0,3,-1,1,-1,1,1,-1.0,1,0,5,0.4350420395985896,0,0,0,0,1
370,0,2,42,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
371,0,2,22,-1,0,4,1,1,1,1.0,4,-1,6,0,1,1,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
372,0,0,45,1,0,4,0,0,0,1.0,4,-1,2,-1,0,1,-1.0,2,1,0,0.4350420395985896,0,0,0,0,1
373,0,0,23,-1,0,9,0,1,6,1.0,9,1,8,1,6,1,-1.0,8,1,0,0.4350420395985896,0,0,0,0,1
374,0,0,29,0,0,2,0,0,0,1.0,2,-1,3,-1,0,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
375,0,0,24,-1,0,3,0,0,0,3.0,3,-1,4,-1,0,1,-3.0,0,0,0,0.4350420395985896,0,0,0,0,1
376,0,0,34,0,0,7,1,0,10,0.0,7,0,2,-1,10,1,0.0,2,1,0,0.4350420395985896,0,0,0,0,1
377,0,0,23,-1,0,2,0,0,0,0.0,2,-1,4,-1,0,1,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
378,0,0,25,0,0,5,1,1,7,1.0,5,0,5,0,7,0,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
379,1,0,25,0,0,9,0,0,1,1599.0,9,1,5,0,1,0,0.0,0,0,1,0.4350420395985896,0,0,0,0,1
380,0,0,39,0,0,9,4,0,10,2994.0,9,1,3,-1,10,0,-1.0,40,0,0,0.4350420395985896,0,0,0,0,1
381,0,0,26,0,0,7,0,0,4,1.0,7,0,7,0,4,1,-1.0,83,1,0,0.4350420395985896,0,0,0,0,1
382,1,5,23,-1,0,10,0,0,0,1.0,10,1,10,1,0,0,-1.0,1,0,7,0.4350420395985896,0,0,0,0,1
383,1,2,20,-1,0,8,0,0,1,1.0,8,1,6,0,1,1,-1.0,17,1,3,0.4350420395985896,0,0,0,0,1
384,1,0,23,-1,0,2,0,0,0,1.0,2,-1,3,-1,0,1,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
385,1,0,23,-1,0,7,0,0,0,1.0,7,0,7,0,0,1,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
386,0,0,26,0,0,7,0,1,5,1.0,7,0,3,-1,5,1,-1.0,22,1,0,0.4350420395985896,0,0,0,0,1
387,0,0,25,0,0,6,0,0,6,1.0,6,0,5,0,6,1,-1.0,6,0,0,0.4350420395985896,0,0,0,0,1
388,0,5,27,0,0,2,0,0,1,1.0,2,-1,4,-1,1,1,-1.0,0,1,6,0.4350420395985896,0,0,0,0,1
389,0,0,31,0,0,2,0,0,0,1.0,2,-1,1,-1,0,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
390,1,0,35,0,0,5,0,0,4,1.0,5,0,3,-1,4,1,-1.0,2,0,1,0.4350420395985896,0,0,0,0,1
391,0,2,24,-1,0,4,0,0,1,1.0,4,-1,6,0,1,0,0.0,1,1,2,0.4350420395985896,0,0,0,0,1
392,0,2,21,-1,0,9,2,1,2,1.0,9,1,8,1,2,1,-1.0,5,1,2,0.4350420395985896,0,0,0,0,1
393,0,2,22,-1,0,4,0,0,0,1.0,4,-1,6,0,0,1,0.0,2,1,2,0.4350420395985896,0,0,0,0,1
394,0,2,48,1,0,7,0,0,0,1.0,7,0,4,-1,0,1,-1.0,11,0,2,0.4350420395985896,0,0,0,0,1
395,0,5,36,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,5,0,6,0.4350420395985896,0,0,0,0,1
396,1,0,37,0,0,7,0,0,3,1.0,7,0,4,-1,3,1,-1.0,28,0,1,0.4350420395985896,0,0,0,0,1
397,0,2,31,0,0,1,0,0,0,0.0,1,-1,2,-1,0,0,0.0,5,0,2,0.4350420395985896,0,0,0,0,1
398,0,2,31,0,0,3,0,0,2,0.0,3,-1,2,-1,2,0,0.0,0,0,2,0.4350420395985896,0,0,0,0,1
399,0,0,24,-1,0,5,0,0,0,1.0,5,0,4,-1,0,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
400,0,0,32,0,0,9,0,1,22,0.0,9,1,10,1,22,1,0.0,0,1,0,0.4350420395985896,0,0,0,0,1
401,1,5,23,-1,0,4,0,0,0,1.0,4,-1,5,0,0,0,-1.0,1,0,7,0.4350420395985896,0,0,0,0,1
402,0,5,30,0,0,1,0,0,0,1.0,1,-1,2,-1,0,1,-1.0,1,0,6,0.4350420395985896,0,0,0,0,1
403,0,2,20,-1,0,4,0,2,0,1.0,4,-1,7,0,0,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
404,1,0,24,-1,0,5,0,0,1,0.0,5,0,4,-1,1,0,0.0,0,1,1,0.4350420395985896,0,0,0,0,1
405,0,3,83,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,0,0,4,0.4350420395985896,0,0,0,0,1
406,0,0,30,0,0,10,0,0,17,4.0,10,1,5,0,17,1,-4.0,4,1,0,0.4350420395985896,0,0,0,0,1
407,0,0,24,-1,0,1,0,0,1,1.0,1,-1,2,-1,1,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
